amount,failed_attempts,new_device,account_age_days,international,is_fraud
79867,6,1,497,1,1
97929,3,1,610,1,0
26714,2,0,16,1,0
36358,5,0,344,0,0
93889,2,0,78,0,0
42178,5,0,346,0,0
83624,8,0,72,0,1
96673,5,0,270,1,1
12319,3,1,287,1,0
335,4,1,66,0,0
43029,5,1,880,1,0
67544,2,0,68,1,0
8667,7,1,193,1,1
70892,3,1,55,1,0
65541,7,0,980,0,0
84655,9,1,379,1,1
73798,9,0,974,1,1
5515,2,1,168,1,0
36259,9,0,409,0,1
44025,6,0,508,1,0
6051,8,0,537,0,0
87488,3,1,643,0,1
8107,7,1,837,1,1
41932,2,0,102,1,0
58696,6,0,886,0,0
30623,2,1,794,0,0
88961,6,1,808,0,1
86840,9,0,806,0,1
15624,9,1,422,1,1
19382,5,1,964,0,0
24030,1,1,775,1,0
177,2,0,478,1,0
20711,5,0,926,0,0
17084,3,1,120,1,0
14160,5,0,915,0,0
83085,0,1,743,0,0
84156,9,1,291,0,1
43403,0,0,488,1,0
59307,2,0,161,1,0
75146,7,0,673,0,0
29387,7,1,78,1,1
93809,3,1,38,1,0
39811,5,0,394,1,0
12054,7,0,441,1,0
73440,6,0,540,1,1
72201,6,1,462,0,0
71620,3,1,612,1,0
87162,8,1,294,1,1
18674,9,0,400,0,0
9284,5,0,636,1,0
19196,2,1,917,1,0
67828,4,0,92,1,0
34116,4,0,767,0,0
11346,4,0,609,1,0
45658,7,0,6,1,0
18481,8,1,681,0,0
36555,8,0,895,0,0
92363,5,1,271,1,1
4118,5,1,620,0,0
11402,8,0,899,0,1
67606,3,1,811,0,0
41257,5,1,559,1,0
55017,3,0,99,1,0
92838,0,1,526,0,0
96746,6,1,194,0,1
83222,9,1,157,0,0
24619,5,1,900,0,1
96909,8,1,666,1,1
87587,6,1,115,0,1
56919,6,1,396,1,1
81010,1,1,770,0,0
71424,8,0,657,1,0
5508,9,0,803,1,0
59479,8,0,522,0,1
25153,5,1,880,1,1
9546,2,1,214,1,0
1022,0,1,745,1,0
98823,3,0,683,0,0
51456,2,0,533,1,0
10889,0,0,15,1,0
97820,2,1,419,0,0
66756,3,0,368,0,0
44128,7,0,638,1,1
64584,8,1,853,1,1
32254,2,0,853,0,0
82970,5,1,213,0,0
2436,9,0,700,1,0
67879,4,1,684,1,0
19129,5,1,992,0,0
59301,3,1,759,0,0
32365,9,1,5,1,1
43972,5,1,231,1,0
46297,6,0,201,0,0
55280,8,1,885,1,1
23810,9,1,402,1,1
29586,6,1,149,1,1
72007,5,1,584,1,1
71995,0,0,492,0,0
64535,1,1,226,0,0
40731,0,0,586,1,0
20203,8,1,819,1,0
64872,9,1,169,1,1
14482,9,0,761,1,0
84391,8,0,792,0,1
3856,6,0,152,1,0
20709,1,1,224,1,0
16578,5,0,504,0,1
39766,3,1,737,0,0
75783,0,0,550,1,0
99197,0,0,44,0,0
71415,4,1,697,0,0
77934,1,0,504,1,1
14253,3,0,955,1,0
76425,0,1,241,0,0
13099,3,1,930,1,1
55418,5,1,843,0,1
914,9,0,351,0,0
76177,3,0,722,0,0
90574,0,0,23,1,1
2543,6,0,636,1,1
76093,1,0,598,0,0
76016,8,1,43,0,1
73419,2,0,466,1,0
17468,7,1,40,0,0
15428,7,0,303,0,0
57042,2,1,681,1,0
91851,3,0,175,1,0
99231,1,0,999,1,0
27406,3,1,532,1,0
85551,8,0,461,0,1
40015,1,1,621,1,0
37319,2,0,193,1,0
80979,3,0,244,0,0
64744,4,1,836,0,0
60379,0,0,280,0,0
53128,6,1,740,1,1
226,9,0,36,0,0
52429,6,0,557,1,1
27732,8,0,898,0,0
65410,3,0,540,1,0
55276,5,0,154,0,1
86166,1,0,23,1,1
44427,3,0,719,1,0
69004,1,1,932,0,1
3897,9,0,91,0,0
47982,4,0,390,1,0
13818,6,0,931,0,0
34660,0,1,359,1,0
76689,9,1,550,1,1
22216,9,0,931,1,0
36344,6,0,228,0,1
1745,9,0,202,1,0
47623,5,1,350,1,1
19356,5,0,821,1,0
53273,7,1,766,1,1
37530,7,0,38,0,0
39382,5,1,733,0,1
63474,2,1,500,1,1
68344,4,0,699,0,0
11794,1,0,43,0,0
56364,4,0,871,1,0
75160,8,0,626,0,1
97516,9,0,772,0,1
57645,0,0,517,0,0
39324,9,0,68,0,0
98045,4,1,740,0,0
13324,5,0,123,0,0
40838,6,0,685,1,0
25250,8,1,336,0,0
63831,5,0,153,1,1
49788,4,0,974,1,0
73609,6,0,779,1,1
8677,0,0,669,0,0
8170,4,1,162,0,0
8766,1,1,214,1,0
57861,3,0,910,1,0
36468,6,0,376,1,0
6883,4,1,920,0,0
42014,5,0,443,0,0
70607,1,1,423,0,0
79126,2,1,538,1,1
67626,6,1,939,0,1
70935,1,0,804,0,0
45865,5,0,935,1,0
20056,4,0,701,0,0
87995,9,1,912,1,1
46340,0,0,634,0,0
37248,9,0,230,1,0
94370,3,1,59,0,0
4857,1,0,96,1,0
19197,3,0,262,0,0
10495,0,0,354,1,0
16341,1,1,312,1,0
27796,7,0,136,0,0
70580,5,1,862,0,1
46263,1,1,795,1,0
19916,5,1,967,0,0
49940,9,0,923,1,0
52953,8,0,473,1,1
25017,6,0,632,0,0
96831,8,1,430,0,1
21666,4,1,937,0,0
75552,6,0,975,1,0
62923,6,1,537,1,1
20906,2,0,854,0,0
75620,6,0,146,1,0
1859,0,0,524,1,0
42049,8,0,87,0,0
92474,9,0,947,1,0
2582,5,0,109,1,0
24542,4,0,423,1,0
33819,6,1,345,0,1
58166,4,0,266,0,0
93601,9,1,734,1,0
2179,4,1,586,0,0
2817,9,0,994,1,1
59776,6,1,494,0,0
28052,9,1,333,1,0
86544,6,1,822,1,1
42560,2,0,413,1,0
90497,2,0,614,1,0
72947,9,0,937,0,1
93707,2,0,649,1,0
89206,5,0,191,1,0
18549,5,1,973,0,1
33636,2,1,933,0,0
64177,2,0,142,1,0
38358,7,1,869,1,1
48402,7,1,73,0,0
28965,6,1,840,1,1
6745,9,1,167,1,1
38100,3,0,168,1,0
26837,3,0,566,1,0
11585,2,0,259,1,0
38665,4,1,439,1,0
25622,2,1,111,1,0
65255,7,0,744,1,1
55268,6,0,673,1,1
52587,2,1,864,0,0
12442,8,0,839,0,0
40906,4,0,531,0,0
48870,8,1,290,1,1
78723,6,1,974,1,0
99885,6,0,562,1,1
75729,5,1,510,0,1
52703,1,0,175,0,1
82074,8,1,302,1,1
26499,5,1,696,0,0
85482,7,0,185,0,1
81344,0,1,339,1,0
76634,4,0,510,1,0
55206,0,1,819,0,0
30778,9,0,310,1,0
76318,7,1,507,0,1
63330,7,1,346,0,0
74155,0,0,81,0,0
56473,8,1,374,1,1
31580,1,0,156,0,0
85330,8,1,787,0,1
68936,0,1,795,1,1
72358,9,0,432,1,1
40086,8,1,500,0,0
24260,3,1,761,1,0
85695,8,0,147,1,0
79211,6,1,481,0,0
65029,5,0,435,1,1
73606,4,0,519,0,0
35011,8,0,669,1,1
87227,1,1,683,1,0
31921,1,1,69,0,0
75139,8,0,606,0,1
60635,2,1,881,1,0
84558,7,0,875,1,1
12275,8,1,888,1,0
54871,7,0,186,0,1
87025,3,0,904,1,0
66458,0,1,682,0,0
17427,3,0,204,1,0
47157,8,0,554,1,1
6250,1,1,13,1,1
4525,2,0,666,1,0
16132,9,0,274,1,1
2298,7,1,298,0,1
60600,5,0,51,0,0
53494,7,0,500,0,1
20179,6,0,369,1,1
36320,4,0,724,0,0
41974,8,0,656,0,1
13959,3,0,357,1,0
50560,5,0,3,1,0
31519,1,0,254,0,0
8805,1,1,475,0,0
42980,1,0,847,0,0
23336,9,0,506,0,0
88055,6,1,256,0,1
85614,1,0,610,0,0
15458,1,0,685,0,0
99813,8,0,150,1,1
95014,6,0,488,0,0
77018,2,0,279,1,0
14696,2,0,59,1,0
33672,6,1,446,1,0
78857,4,1,113,0,0
1379,9,1,836,0,0
63297,5,1,755,1,1
62616,7,1,822,0,1
7183,8,0,569,0,1
17871,0,0,489,1,0
30075,2,0,407,0,0
45748,6,0,367,1,0
48385,5,0,60,1,0
19163,6,1,329,1,0
67742,7,1,728,1,1
90193,5,0,469,0,0
86243,2,0,745,1,0
37699,1,0,567,0,0
52020,6,1,885,0,1
28629,0,1,720,0,0
36054,2,0,63,0,0
27956,3,1,184,1,0
2673,0,0,311,1,0
78444,4,1,793,1,1
35467,9,1,538,1,0
99708,2,0,177,1,0
60874,1,1,575,0,0
23852,2,1,429,1,0
55129,7,0,73,0,0
17785,5,1,847,0,0
51793,6,0,167,1,1
56061,5,1,225,0,1
77008,5,0,577,0,1
74632,2,0,581,1,0
82094,7,1,952,1,1
56233,6,1,9,1,1
97525,6,0,236,0,0
61368,5,1,710,1,1
92301,4,1,924,1,0
38343,9,1,685,0,1
57484,7,0,794,1,0
31753,4,0,28,0,0
26757,8,0,808,0,1
40052,8,1,911,1,1
22280,0,1,646,0,0
97532,5,0,27,0,1
78511,6,0,550,1,1
1722,2,1,196,1,0
48856,6,1,203,1,0
40909,6,1,85,0,0
16825,1,1,832,0,0
61496,6,0,30,1,1
51326,0,1,466,1,0
81282,4,1,99,1,0
82665,8,0,899,0,0
29502,6,0,190,1,1
4363,6,1,12,0,1
96623,1,0,603,1,1
46928,7,1,30,0,0
48024,2,1,725,0,0
74282,7,0,38,1,0
93165,2,0,853,0,0
59152,9,1,572,0,1
11764,6,0,294,1,1
35837,1,1,360,1,0
89663,3,1,655,0,1
29473,5,1,914,0,0
36497,8,0,180,0,1
86245,4,1,797,1,0
38809,8,1,112,0,0
61220,4,1,742,0,0
19350,9,0,444,1,1
21272,7,1,21,1,1
11655,0,1,145,1,0
87510,6,1,499,1,0
78717,3,0,146,1,0
53376,4,1,441,0,0
57592,5,1,887,0,0
53102,4,0,421,0,0
89699,0,0,316,1,0
72455,8,1,166,1,1
91348,1,1,652,1,1
24862,8,1,203,0,0
11146,9,0,496,1,1
97099,1,0,756,1,0
28869,8,1,625,1,1
53402,5,0,468,0,1
23250,8,1,713,1,1
68347,5,1,385,1,1
4953,5,0,314,0,0
94713,1,1,771,1,1
89499,7,0,255,1,1
21892,2,0,959,1,0
59229,6,1,917,0,1
74578,4,0,23,1,1
67398,2,1,905,1,0
32087,0,0,758,0,0
15950,7,1,339,0,0
12212,2,1,493,1,0
24158,1,1,823,0,0
45520,0,0,511,1,0
38990,3,1,366,0,0
66117,7,0,372,1,1
47404,2,0,915,1,0
33021,0,0,830,1,0
1624,3,0,599,0,0
15148,8,0,219,0,0
35211,0,1,475,1,0
38004,1,0,423,1,0
55012,8,1,356,1,1
34108,1,1,460,1,0
160,2,0,503,0,0
74766,6,1,27,0,1
83659,2,1,942,1,0
55437,8,0,802,0,1
13450,5,1,801,0,1
24454,2,0,860,0,0
45286,8,0,223,1,0
28245,0,0,864,1,0
34120,9,1,690,0,1
86223,2,1,148,0,0
75286,0,1,424,1,1
85569,1,1,739,1,0
20681,7,0,351,1,0
89029,6,0,186,0,1
23151,1,1,415,0,0
51574,1,0,806,0,0
91848,8,1,982,1,1
69726,5,0,429,1,0
7060,4,0,41,1,0
35872,9,0,905,1,1
21620,5,0,393,1,0
49581,8,0,703,0,0
36508,6,1,79,0,0
94106,9,1,717,0,1
57234,9,0,896,1,0
20591,8,1,790,0,0
1441,3,0,784,1,0
44723,1,0,544,0,0
90427,7,0,450,0,1
438,3,0,474,1,0
71531,8,1,142,0,1
12354,3,0,251,0,0
51960,7,1,294,0,0
11444,8,0,610,0,0
1850,8,0,136,0,0
54856,9,1,484,0,1
68057,3,0,789,0,0
58153,0,0,312,1,0
70955,2,1,814,0,0
15996,8,1,555,1,1
55861,3,1,632,0,0
62652,4,0,732,1,0
77554,6,0,46,1,1
90700,4,1,236,0,0
28035,3,1,48,1,0
37741,1,0,198,1,0
29811,1,0,84,0,0
70442,3,1,543,1,0
12282,9,1,161,0,0
87933,9,1,428,1,1
56376,8,1,71,1,1
19641,7,0,520,1,0
94557,2,0,969,1,0
82410,8,0,898,0,1
44913,4,0,913,0,0
37298,2,1,52,0,0
8920,4,0,45,0,0
24170,9,1,293,0,0
69868,3,0,938,1,1
11222,7,0,812,0,0
80659,4,0,465,1,0
73643,9,1,885,0,1
83541,7,0,550,0,1
41886,8,1,867,0,1
95034,3,1,380,0,0
99904,6,0,743,1,0
6837,1,1,478,0,0
36162,5,0,262,1,0
54337,7,1,580,1,1
51671,6,0,179,0,1
25610,6,1,357,1,1
19526,7,1,419,1,1
37365,6,0,698,0,0
17950,4,0,953,1,0
66250,6,0,201,0,0
87412,9,0,902,0,1
89713,2,1,13,1,1
75010,4,1,443,1,0
52475,6,1,726,1,1
35535,8,1,732,1,1
96543,1,0,286,1,0
57232,3,1,756,1,0
79045,6,0,868,1,0
82150,0,1,258,0,0
95502,1,0,570,0,0
3083,8,0,548,0,0
97341,9,0,840,1,1
20762,6,0,941,1,0
23610,9,0,490,1,0
78287,6,1,498,0,0
41098,5,0,905,0,0
56946,2,1,894,0,0
94171,9,1,705,1,1
6740,2,0,333,0,0
44647,1,1,562,0,0
54720,5,1,975,1,1
15417,3,1,32,0,0
7664,4,0,610,0,0
27445,2,0,43,0,0
94323,5,0,893,1,0
79373,2,0,351,0,0
74959,7,1,334,1,1
80865,8,1,822,1,1
74138,3,1,559,0,1
52493,8,1,270,0,1
66181,6,1,944,1,1
29530,2,1,823,1,0
75632,6,0,413,1,1
27888,0,1,943,1,0
95605,2,1,575,1,0
48643,5,1,19,0,1
14019,3,0,347,1,0
69446,6,1,905,0,1
96222,2,1,613,1,1
40074,0,0,37,0,0
16471,8,1,619,1,1
45184,5,0,92,0,0
29729,7,0,820,0,0
51284,2,1,185,1,0
62016,7,1,728,1,1
74072,1,0,28,0,0
62287,3,1,548,0,0
13084,2,1,372,0,0
33139,9,0,832,1,0
85531,0,0,530,1,0
83791,6,1,345,1,1
58706,9,0,419,1,1
10716,1,1,196,0,0
50172,3,1,78,1,0
24674,8,1,167,1,0
3530,5,1,90,1,1
12776,7,0,264,1,0
10916,1,1,472,1,0
32833,6,0,208,0,0
85780,5,1,724,1,1
2150,8,1,271,0,0
34033,6,0,263,1,0
25051,0,1,506,1,0
32513,7,0,785,1,0
34901,9,0,512,1,0
55719,2,1,854,0,0
33013,1,1,726,0,0
40700,2,1,886,1,0
57875,5,1,576,0,1
90916,2,0,524,0,0
90193,9,1,722,1,1
35500,4,1,312,0,0
4594,5,1,174,0,0
80788,7,1,431,1,1
89531,6,1,768,1,1
74791,7,0,463,0,0
97519,2,1,101,1,0
43101,3,0,16,1,0
67464,5,1,709,1,1
45128,6,1,258,0,0
97759,8,1,896,1,1
37673,0,0,244,1,0
906,7,1,348,0,0
56738,7,0,249,0,0
29857,5,0,105,0,0
34736,3,1,694,0,0
80197,2,0,667,0,0
48380,2,1,287,1,0
24362,5,1,169,0,1
80535,7,0,420,1,1
62311,6,1,47,0,1
54942,0,1,43,1,1
57079,5,0,321,1,1
81570,6,0,818,0,1
38297,6,0,221,0,1
41944,8,0,513,0,0
64854,9,0,712,0,0
34257,4,0,441,0,0
77229,0,1,144,0,0
40142,1,0,890,1,0
61765,3,0,28,1,1
82956,4,1,854,1,0
27476,8,1,850,1,1
55654,0,0,790,1,0
14299,2,0,553,0,0
81512,4,1,844,0,0
51048,2,0,659,1,0
73881,3,0,857,1,0
72850,2,1,690,0,0
66362,3,0,827,0,0
46700,0,1,837,0,0
76998,7,0,930,0,1
62583,3,1,167,1,0
18397,6,1,635,1,0
30548,1,1,586,0,0
26272,1,0,751,0,0
42974,5,1,249,1,0
7757,1,0,775,1,0
84486,5,1,764,1,1
25525,1,1,357,0,0
26785,3,1,111,1,0
24678,6,0,692,0,0
28931,7,0,700,0,0
8006,2,1,820,0,0
61513,8,0,719,1,1
54128,1,0,234,1,0
7387,7,0,24,0,1
33760,7,1,26,1,1
75858,3,0,381,0,0
60604,0,1,730,1,0
59820,0,1,346,0,0
34801,1,1,378,0,0
83400,8,0,522,1,1
17774,1,1,17,1,0
83660,1,0,245,0,0
23974,5,0,718,1,0
43742,6,1,770,0,0
97920,6,1,624,0,0
65260,8,1,717,0,1
17702,5,0,539,0,0
88901,7,0,969,0,0
26031,5,1,583,0,1
94477,1,1,688,0,0
29292,0,0,202,0,0
46642,4,0,248,1,0
42620,8,1,118,1,1
64872,7,0,9,0,0
58862,3,0,598,0,0
50206,4,0,23,0,0
81221,4,0,967,1,0
25659,5,0,240,0,0
33842,2,0,585,0,0
69769,4,1,27,0,1
80299,1,0,984,1,0
21854,9,1,861,1,1
4072,0,1,81,1,0
70931,0,0,596,0,0
41973,9,1,199,0,1
94761,6,1,555,1,1
10003,1,1,775,0,0
3120,3,0,92,1,0
41855,4,1,851,1,0
86056,6,0,959,0,0
87088,1,1,84,0,0
45748,5,1,300,0,0
9616,0,1,935,0,0
2496,6,1,296,1,0
84182,8,0,647,1,1
19229,4,1,454,1,0
1691,4,1,281,1,0
11403,3,0,59,1,0
30661,2,0,909,1,0
71819,8,0,871,0,1
92208,4,1,342,1,0
99716,7,0,753,0,1
86331,8,0,465,0,1
7414,4,0,880,1,0
19723,9,0,342,1,1
67775,8,0,610,0,0
96926,1,0,62,0,0
65182,8,1,776,1,1
83724,3,0,625,1,1
33230,5,1,429,0,0
51856,5,0,658,1,1
97724,5,0,728,1,1
26392,1,0,256,1,0
86306,6,1,828,1,1
69374,5,0,828,1,1
2569,0,0,874,0,0
54047,1,0,770,1,0
22634,6,0,706,1,0
63720,0,1,347,0,0
48974,0,1,526,0,0
49808,0,1,304,1,0
74653,7,1,615,1,1
68444,3,1,245,0,0
49238,3,0,757,1,0
54402,1,0,824,1,0
47738,0,0,780,1,0
78349,9,1,736,0,0
2819,8,0,732,1,0
22990,6,1,823,1,1
77336,3,0,412,0,0
36609,5,1,878,1,0
42634,1,0,217,1,0
92341,6,0,516,1,1
18887,1,0,474,1,0
48945,9,0,36,0,0
58032,7,1,178,0,1
92224,7,0,387,1,1
91759,0,0,769,1,0
33162,7,0,17,1,0
75813,1,1,711,1,1
87363,5,0,830,0,1
95856,0,0,48,0,0
60561,4,0,62,0,0
75518,6,0,69,1,1
66772,9,0,659,1,1
34932,0,1,871,1,0
32066,1,1,366,0,0
72645,6,1,162,0,0
13087,5,0,739,0,0
37411,2,1,945,0,0
31675,9,0,976,0,0
63952,1,0,488,1,1
1107,9,0,431,1,0
71081,3,0,999,1,0
76342,2,1,859,0,0
47617,6,1,489,1,0
29357,7,1,230,1,1
87372,1,0,370,0,0
42307,9,1,178,0,0
13381,6,1,857,0,0
61346,7,0,410,1,1
1535,5,1,568,0,0
98975,5,0,590,1,1
91457,9,1,270,1,1
26760,0,1,206,0,0
5184,3,1,793,1,0
82297,0,0,740,0,0
13607,3,1,900,0,0
72695,1,1,751,1,1
83907,4,1,975,1,0
45639,9,1,800,1,1
7591,8,0,82,0,0
50292,9,0,846,1,1
80495,2,1,762,0,0
63988,7,1,193,0,1
73709,2,1,618,1,0
9177,5,0,189,1,0
21053,3,1,276,1,0
77019,7,1,74,1,1
67989,5,0,10,0,1
23921,7,0,635,1,1
37667,0,0,216,0,0
24960,5,1,290,1,1
21295,0,0,445,1,0
77575,0,0,988,1,0
90974,7,1,923,0,0
87366,6,0,552,1,1
21527,2,1,193,0,0
27183,5,1,639,1,1
87146,8,0,289,1,1
57472,6,1,964,0,1
44164,2,0,583,0,0
7913,5,0,649,1,0
31698,3,0,144,1,0
93206,2,1,389,0,0
27182,8,0,866,1,0
29341,9,1,892,0,0
96314,1,1,407,1,1
44669,0,1,811,0,0
11845,1,0,370,0,0
26129,6,1,857,0,0
13125,9,1,441,0,0
14388,0,0,947,0,0
89286,5,0,781,1,1
6640,6,1,896,1,0
97868,8,1,920,1,1
82058,7,0,651,1,0
68978,5,1,564,1,1
41946,2,1,529,1,0
76032,7,1,677,1,1
17582,6,1,13,1,1
23511,2,0,702,1,0
51075,8,1,987,0,1
60645,1,0,340,0,0
78897,2,1,865,1,0
52407,1,0,874,0,0
3193,0,1,864,1,0
77358,3,0,776,0,0
22142,4,1,312,0,0
53030,5,0,733,0,1
44513,4,1,104,1,0
93723,0,1,339,1,0
97983,2,0,198,1,0
33856,0,0,300,1,0
53368,4,0,444,0,0
39314,4,0,359,1,0
81971,5,0,368,0,1
28702,7,1,169,1,0
53431,9,0,149,0,0
49001,0,0,761,0,0
63516,3,1,768,0,0
32296,9,0,982,0,0
5726,0,0,42,1,0
7524,8,0,202,1,0
12957,6,1,970,0,1
20082,6,0,244,1,0
77061,4,1,669,1,0
2080,6,1,464,0,0
48390,1,0,449,1,0
26531,3,1,913,1,0
85076,6,0,798,1,1
82811,2,0,794,0,0
26485,1,0,437,1,0
38258,9,0,893,0,0
23119,1,0,750,0,0
18739,0,1,531,0,0
85630,4,1,565,1,1
21663,5,1,597,1,1
39441,5,1,273,1,0
5876,8,0,430,0,0
36544,3,0,872,1,0
69016,0,1,213,0,0
8811,5,0,949,1,0
74418,4,1,873,0,0
83070,9,1,104,1,1
85653,5,1,192,1,0
30807,2,1,941,1,0
39210,1,0,689,0,0
61888,5,0,659,0,0
82979,0,1,380,1,1
38927,6,1,967,0,1
5755,6,1,81,0,0
44959,9,1,705,0,1
53725,6,1,549,1,1
52198,9,0,377,1,1
15351,0,1,838,1,0
626,3,1,154,0,0
68860,6,0,642,1,1
47937,8,0,571,0,0
11636,4,0,736,0,0
28641,1,0,761,1,0
79183,6,0,240,1,1
51127,9,0,374,1,1
34631,0,0,901,0,0
8812,6,0,805,0,0
65555,5,0,799,1,1
74844,6,1,204,0,0
5209,9,0,611,1,0
49368,2,1,350,1,0
54715,2,1,688,1,0
82603,6,1,774,1,1
29859,1,1,783,1,0
85808,0,1,143,1,0
60212,8,1,189,0,0
26689,8,1,272,0,0
30115,6,1,532,1,0
29109,6,0,845,1,0
83409,2,1,300,0,0
62146,9,1,426,0,1
26243,1,1,46,1,0
6254,6,1,95,1,1
21904,8,0,930,0,0
41788,0,1,64,1,0
64388,3,0,413,0,0
51295,5,0,643,1,1
20681,6,1,9,0,1
52748,9,1,459,1,1
30187,6,0,715,1,1
50030,9,1,409,1,1
33081,1,1,470,0,0
69398,3,0,810,1,0
46267,4,0,506,0,0
75404,0,1,686,0,0
43508,0,1,73,0,0
39599,9,1,84,0,0
52369,2,0,59,1,0
38659,9,1,21,1,1
74419,2,0,458,1,0
95417,7,0,918,0,1
96447,8,1,157,1,1
48887,0,0,831,0,0
35588,1,1,329,0,0
74541,9,1,573,0,1
74763,1,0,576,1,1
22531,3,1,837,0,0
61781,1,0,680,1,0
63583,6,0,203,1,0
49253,8,1,641,1,0
6468,6,1,757,0,0
27524,5,1,106,1,0
45104,9,1,833,0,0
83969,0,0,122,0,0
88752,9,0,318,0,1
57085,8,0,182,0,0
50169,4,1,615,1,1
52426,4,0,316,1,0
81161,5,0,814,1,0
23498,8,1,773,1,1
98493,7,1,625,0,0
50961,7,1,406,0,1
75997,7,0,986,0,1
82005,0,1,949,0,0
68677,0,0,70,1,0
65741,7,0,160,1,0
9178,4,0,240,0,0
25103,8,0,523,0,1
62868,1,0,138,0,0
51147,8,1,495,0,1
71726,7,0,679,1,1
57760,8,1,247,0,1
49886,3,0,866,1,0
2025,0,0,543,1,0
84076,0,1,524,0,0
26115,4,0,243,0,0
33420,1,0,620,1,0
64981,7,1,336,1,1
90927,9,1,422,0,1
26389,4,0,835,1,0
3489,4,0,194,0,0
25783,1,0,308,0,0
13729,6,1,645,1,1
61650,7,0,907,1,1
24926,9,1,506,0,0
26730,0,1,281,0,0
98862,1,0,803,1,0
46263,9,1,675,1,0
98611,3,0,790,1,0
66535,4,0,933,1,0
11753,1,1,982,0,0
28061,0,1,439,0,0
82041,8,1,715,0,1
74237,0,1,608,1,0
33762,3,1,483,1,0
98918,1,1,223,0,0
56546,3,0,749,1,0
21388,7,0,117,1,1
95181,7,0,968,1,0
36977,8,1,192,1,1
15413,4,1,788,1,0
80985,6,1,618,1,1
72815,2,0,994,0,0
10426,9,0,516,0,0
1660,3,1,530,0,0
79248,9,1,307,0,0
83286,8,1,964,1,1
26845,9,1,532,0,1
31990,9,0,122,0,0
20122,0,0,649,0,0
52679,1,0,592,0,0
70416,4,1,154,1,0
83947,2,0,870,1,0
28480,1,1,537,0,0
2456,0,1,452,0,0
70426,9,1,169,1,1
92547,2,0,59,1,0
89999,0,0,301,0,0
20149,0,1,553,1,0
75817,0,0,550,1,0
16182,7,1,117,0,0
761,2,1,787,1,0
37512,0,1,782,0,0
3020,6,0,127,0,0
91294,9,0,405,1,1
60415,2,1,399,1,0
79661,7,0,515,1,1
9046,3,0,805,1,0
94342,3,0,885,1,0
45600,4,0,498,1,0
16409,5,1,942,0,0
55330,6,0,528,1,1
98756,3,1,398,0,0
30127,7,1,265,1,0
72641,5,0,751,1,0
59421,0,1,263,1,0
1056,0,1,398,1,0
74231,8,0,646,1,1
48008,9,1,725,0,0
78439,5,1,527,0,1
26063,9,0,436,0,0
39543,7,0,840,1,0
99359,6,0,930,1,1
39163,5,0,360,1,0
80918,3,0,129,0,0
4803,6,1,864,0,0
65228,8,1,634,1,1
72199,9,0,241,0,0
25949,9,0,627,1,0
31960,6,1,709,1,0
31685,0,0,222,0,0
22115,9,0,214,0,0
77639,8,1,916,0,1
43685,3,1,592,0,0
27058,2,1,775,1,0
26117,3,0,135,1,0
76807,3,1,818,0,0
45450,9,0,754,0,0
12301,1,1,386,0,0
29526,0,0,303,0,0
17878,9,0,782,1,0
45341,0,0,287,1,0
42329,7,1,562,1,0
86752,1,1,189,1,1
48464,9,1,297,1,1
98933,4,0,526,1,0
84978,3,1,389,1,0
57156,7,1,459,0,0
27590,1,0,744,1,0
20075,9,0,261,0,0
26823,8,1,704,0,0
23379,6,1,925,0,0
78401,6,1,715,1,1
11661,0,0,773,1,0
66161,1,1,113,1,0
88497,3,0,886,1,0
49253,3,0,864,0,0
33242,2,1,36,1,0
27016,6,1,79,0,0
64424,7,0,275,1,0
45065,1,0,960,1,0
4748,3,1,278,0,0
35233,2,1,674,0,0
50777,1,1,312,0,1
96159,5,0,529,1,1
94688,3,0,204,1,1
98417,5,1,985,0,1
70235,1,0,952,1,0
35146,3,0,17,0,0
47164,5,1,714,1,0
69450,4,0,476,0,0
45993,2,1,511,0,0
61372,7,1,210,1,1
92252,6,0,499,0,1
67749,2,0,402,1,0
64774,5,1,429,1,1
13860,3,0,992,0,0
22027,4,1,78,0,0
86575,4,0,568,1,0
61467,6,0,80,1,1
98055,4,0,306,0,1
12688,2,1,58,0,0
52333,9,0,530,0,0
44838,4,1,208,1,0
33497,6,1,511,1,0
82289,4,1,977,1,0
76467,4,0,135,0,0
71360,8,1,844,0,1
76719,2,1,994,1,1
19916,5,0,522,1,0
42340,0,1,581,0,0
6376,9,1,853,1,0
79630,4,0,899,0,0
23599,7,1,83,0,0
88676,4,0,621,0,0
82595,8,1,44,1,1
71735,5,1,483,1,1
85212,7,0,966,0,1
36046,9,1,910,0,1
55304,7,1,644,1,1
51986,2,1,493,0,0
71752,6,0,499,1,1
15663,6,0,18,1,0
92424,9,0,605,1,1
92564,5,0,995,0,0
9947,6,0,948,0,0
26255,1,1,294,0,0
79771,8,0,976,0,1
83410,9,0,148,1,0
67378,9,0,472,0,0
18409,0,1,995,1,0
719,0,1,172,0,0
83294,2,0,563,0,0
50208,2,1,531,0,0
34807,0,1,120,0,0
20437,6,1,836,0,1
81637,3,1,737,1,0
66604,9,0,66,0,0
47714,1,0,141,0,0
91528,9,1,446,0,1
91255,4,1,506,0,0
381,5,1,189,0,0
27520,8,1,158,1,1
80996,3,0,610,0,0
39130,1,1,670,1,0
1158,4,0,947,0,0
86313,2,1,246,1,0
76360,1,0,856,0,0
28504,0,1,944,0,0
29956,9,0,748,1,0
